,class
5797,26
5798,26
5799,14
5800,21
5801,6
5802,14
5803,14
5804,14
5805,14
5806,2
5807,2
5808,7
5809,7
5810,7
5811,25
5812,25
5813,19
5814,19
5815,25
5816,25
5817,19
5818,25
5819,25
5820,25
5821,25
5822,13
5823,25
5824,25
5825,19
5826,6
5827,14
5828,14
5829,14
5830,14
5831,14
5832,14
5833,14
5834,14
5835,2
5836,12
5837,14
5838,14
5839,14
5840,6
5841,14
5842,14
5843,6
5844,14
5845,19
5846,14
5847,14
5848,14
5849,14
5850,14
5851,6
5852,6
5853,14
5854,14
5855,14
5856,14
5857,14
5858,14
5859,2
5860,14
5861,14
5862,14
5863,14
5864,14
5865,0
5866,2
5867,2
5868,14
5869,14
5870,2
5871,14
5872,14
5873,14
5874,6
5875,14
5876,6
5877,6
5878,14
5879,14
5880,2
5881,14
5882,14
5883,2
5884,2
5885,14
5886,2
5887,14
5888,2
5889,14
5890,14
5891,14
5892,14
5893,14
5894,14
5895,14
5896,14
5897,14
5898,2
5899,14
5900,14
5901,14
5902,14
5903,14
5904,14
5905,14
5906,14
5907,14
5908,14
5909,6
5910,14
5911,0
5912,14
5913,14
5914,14
5915,14
5916,14
5917,2
5918,2
5919,2
5920,0
5921,3
5922,3
5923,3
5924,19
5925,3
5926,3
5927,3
5928,3
5929,3
5930,3
5931,3
5932,3
5933,3
5934,3
5935,3
5936,3
5937,17
5938,3
5939,19
5940,15
5941,15
5942,15
5943,15
5944,15
5945,15
5946,15
5947,15
5948,15
5949,15
5950,15
5951,15
5952,15
5953,15
5954,15
5955,15
5956,15
5957,15
5958,15
5959,15
5960,15
5961,15
5962,15
5963,15
5964,15
5965,15
5966,15
5967,15
5968,15
5969,15
5970,15
5971,15
5972,15
5973,15
5974,15
5975,15
5976,15
5977,15
5978,15
5979,15
5980,15
5981,15
5982,15
5983,15
5984,15
5985,15
5986,15
5987,15
5988,15
5989,15
5990,15
5991,15
5992,15
5993,15
5994,15
5995,15
5996,15
5997,15
5998,15
5999,15
6000,15
6001,15
6002,15
6003,15
6004,15
6005,15
6006,15
6007,15
6008,15
6009,15
6010,15
6011,19
6012,15
6013,15
6014,15
6015,15
6016,15
6017,15
6018,15
6019,15
6020,15
6021,15
6022,15
6023,15
6024,15
6025,15
6026,15
6027,15
6028,15
6029,15
6030,15
6031,15
6032,15
6033,15
6034,15
6035,9
6036,26
6037,26
6038,26
6039,26
6040,24
6041,26
6042,26
6043,9
6044,9
6045,26
6046,26
6047,26
6048,26
6049,26
6050,9
6051,26
6052,26
6053,17
6054,1
6055,26
6056,26
6057,26
6058,26
6059,3
6060,26
6061,11
6062,11
6063,11
6064,11
6065,11
6066,11
6067,11
6068,11
6069,11
6070,11
6071,11
6072,11
6073,19
6074,11
6075,11
6076,11
6077,11
6078,11
6079,21
6080,11
6081,11
6082,11
6083,11
6084,11
6085,11
6086,11
6087,11
6088,11
6089,11
6090,11
6091,11
6092,11
6093,11
6094,11
6095,11
6096,11
6097,11
6098,11
6099,11
6100,11
6101,11
6102,11
6103,11
6104,11
6105,11
6106,11
6107,11
6108,11
6109,19
6110,11
6111,11
6112,11
6113,11
6114,11
6115,11
6116,11
6117,11
6118,11
6119,11
6120,11
6121,11
6122,11
6123,11
6124,11
6125,11
6126,11
6127,11
6128,11
6129,11
6130,11
6131,11
6132,11
6133,11
6134,11
6135,11
6136,11
6137,11
6138,11
6139,11
6140,11
6141,11
6142,11
6143,11
6144,11
6145,11
6146,11
6147,11
6148,11
6149,11
6150,11
6151,11
6152,11
6153,11
6154,11
6155,11
6156,11
6157,11
6158,11
6159,11
6160,11
6161,11
6162,11
6163,11
6164,11
6165,11
6166,11
6167,11
6168,11
6169,11
6170,11
6171,11
6172,11
6173,11
6174,11
6175,11
6176,11
6177,11
6178,11
6179,11
6180,11
6181,11
6182,11
6183,11
6184,11
6185,11
6186,11
6187,11
6188,11
6189,11
6190,11
6191,11
6192,11
6193,11
6194,11
6195,11
6196,11
6197,11
6198,11
6199,11
6200,11
6201,11
6202,11
6203,11
6204,11
6205,11
6206,11
6207,11
6208,11
6209,11
6210,11
6211,11
6212,11
6213,11
6214,11
6215,11
6216,11
6217,16
6218,7
6219,7
6220,7
6221,7
6222,7
6223,7
6224,12
6225,7
6226,12
6227,7
6228,12
6229,7
6230,7
6231,7
6232,2
6233,7
6234,7
6235,7
6236,7
6237,7
6238,7
6239,25
6240,25
6241,25
6242,25
6243,25
6244,25
6245,25
6246,19
6247,3
6248,14
6249,2
6250,14
6251,14
6252,14
6253,2
6254,6
6255,14
6256,21
6257,14
6258,14
6259,14
6260,14
6261,14
6262,14
6263,14
6264,2
6265,14
6266,2
6267,14
6268,14
6269,14
6270,14
6271,2
6272,2
6273,14
6274,6
6275,2
6276,14
6277,2
6278,14
6279,14
6280,14
6281,14
6282,6
6283,2
6284,25
6285,25
6286,11
6287,11
6288,11
6289,11
6290,11
6291,11
6292,11
6293,11
6294,11
6295,11
6296,11
6297,11
6298,11
6299,11
6300,11
6301,11
6302,11
6303,11
6304,11
6305,11
6306,11
6307,11
6308,11
6309,11
6310,11
6311,11
6312,11
6313,11
6314,11
6315,11
6316,11
6317,11
6318,11
6319,11
6320,11
6321,19
6322,11
6323,11
6324,11
6325,11
6326,11
6327,11
6328,11
6329,11
6330,11
6331,11
6332,11
6333,11
6334,11
6335,11
6336,11
6337,11
6338,11
6339,11
6340,27
6341,27
6342,27
6343,27
6344,27
6345,27
6346,27
6347,1
6348,16
6349,18
6350,18
6351,18
6352,18
6353,1
6354,18
6355,18
6356,18
6357,18
6358,18
6359,12
6360,1
6361,16
6362,19
6363,18
6364,9
6365,18
6366,18
6367,19
6368,9
6369,16
6370,26
6371,18
6372,18
6373,18
6374,18
6375,18
6376,16
6377,1
6378,18
6379,18
6380,18
6381,18
6382,19
6383,24
6384,18
6385,1
6386,16
6387,26
6388,18
6389,1
6390,26
6391,7
6392,26
6393,26
6394,26
6395,19
6396,7
6397,7
6398,7
6399,7
6400,7
6401,7
6402,7
6403,7
6404,7
6405,21
6406,21
6407,7
6408,21
6409,12
6410,7
6411,7
6412,7
6413,7
6414,7
6415,7
6416,7
6417,7
6418,7
6419,7
6420,7
6421,7
6422,7
6423,7
6424,12
6425,12
6426,1
6427,12
6428,16
6429,7
6430,7
6431,9
6432,7
6433,24
6434,10
6435,17
6436,17
6437,6
6438,17
6439,19
6440,19
6441,19
6442,19
6443,19
6444,19
6445,19
6446,19
6447,19
6448,3
6449,3
6450,17
6451,3
6452,19
6453,17
6454,19
6455,19
6456,19
6457,3
6458,19
6459,3
6460,19
6461,3
6462,3
6463,3
6464,3
6465,19
6466,3
6467,3
6468,3
6469,3
6470,19
6471,3
6472,3
6473,3
6474,3
6475,3
6476,10
6477,10
6478,24
6479,26
6480,26
6481,26
6482,26
6483,9
6484,26
6485,26
6486,9
6487,26
6488,26
6489,9
6490,2
6491,0
6492,27
6493,27
6494,0
6495,27
6496,20
6497,13
6498,20
6499,2
6500,2
6501,20
6502,20
6503,20
6504,20
6505,19
6506,19
6507,19
6508,19
6509,19
6510,6
6511,19
6512,19
6513,6
6514,19
6515,6
6516,19
6517,19
6518,19
6519,19
6520,19
6521,15
6522,15
6523,16
6524,15
6525,15
6526,15
6527,15
6528,19
6529,26
6530,6
6531,26
6532,19
6533,19
6534,26
6535,26
6536,9
6537,12
6538,19
6539,9
6540,26
6541,26
6542,19
6543,19
6544,9
6545,26
6546,12
6547,19
6548,19
6549,19
6550,6
6551,9
6552,9
6553,19
6554,2
6555,26
6556,9
6557,2
6558,26
6559,9
6560,12
6561,26
6562,2
6563,9
6564,9
6565,9
6566,9
6567,19
6568,12
6569,19
6570,12
6571,19
6572,19
6573,12
6574,19
6575,19
6576,11
6577,11
6578,11
6579,11
6580,11
6581,11
6582,11
6583,11
6584,11
6585,11
6586,11
6587,11
6588,11
6589,11
6590,11
6591,11
6592,20
6593,20
6594,2
6595,20
6596,20
6597,20
6598,20
6599,20
6600,20
6601,2
6602,20
6603,10
6604,4
6605,10
6606,10
6607,4
6608,10
6609,10
6610,10
6611,22
6612,10
6613,10
6614,10
6615,10
6616,4
6617,4
6618,10
6619,10
6620,10
6621,10
6622,10
6623,4
6624,10
6625,10
6626,22
6627,22
6628,10
6629,10
6630,10
6631,10
6632,10
6633,10
6634,10
6635,10
6636,10
6637,22
6638,10
6639,10
6640,10
6641,6
6642,22
6643,19
6644,7
6645,7
6646,7
6647,7
6648,7
6649,7
6650,12
6651,7
6652,12
6653,1
6654,7
6655,7
6656,7
6657,12
6658,12
6659,19
6660,26
6661,6
6662,12
6663,2
6664,11
6665,11
6666,11
6667,11
6668,11
6669,11
6670,11
6671,20
6672,10
6673,19
6674,17
6675,0
6676,0
6677,24
6678,19
6679,19
6680,19
6681,1
6682,17
6683,3
6684,17
6685,14
6686,14
6687,14
6688,14
6689,2
6690,2
6691,14
6692,14
6693,2
6694,14
6695,14
6696,14
6697,14
6698,6
6699,2
6700,14
6701,6
6702,2
6703,6
6704,14
6705,14
6706,6
6707,14
6708,2
6709,6
6710,14
6711,14
6712,14
6713,14
6714,14
6715,6
6716,14
6717,14
6718,14
6719,6
6720,14
6721,0
6722,14
6723,14
6724,2
6725,14
6726,14
6727,9
6728,16
6729,26
6730,9
6731,26
6732,17
6733,26
6734,7
6735,26
6736,26
6737,26
6738,26
6739,26
6740,17
6741,19
6742,26
6743,26
6744,25
6745,25
6746,25
6747,12
6748,25
6749,25
6750,25
6751,25
6752,25
6753,6
6754,14
6755,14
6756,14
6757,14
6758,2
6759,2
6760,6
6761,2
6762,2
6763,2
6764,4
6765,11
6766,11
6767,11
6768,11
6769,11
6770,11
6771,11
6772,11
6773,11
6774,11
6775,11
6776,11
6777,11
6778,11
6779,11
6780,11
6781,11
6782,11
6783,11
6784,11
6785,11
6786,11
6787,11
6788,11
6789,26
6790,26
6791,19
6792,7
6793,26
6794,24
6795,24
6796,9
6797,16
6798,26
6799,9
6800,9
6801,25
6802,13
6803,25
6804,25
6805,25
6806,25
6807,25
6808,25
6809,25
6810,25
6811,25
6812,25
6813,24
6814,25
6815,25
6816,25
6817,25
6818,25
6819,25
6820,25
6821,21
6822,25
6823,25
6824,25
6825,25
6826,25
6827,25
6828,25
6829,6
6830,25
6831,3
6832,3
6833,3
6834,3
6835,3
6836,17
6837,19
6838,3
6839,3
6840,3
6841,3
6842,3
6843,3
6844,3
6845,3
6846,17
6847,17
6848,17
6849,3
6850,17
6851,17
6852,3
6853,19
6854,17
6855,3
6856,27
6857,27
6858,27
6859,27
6860,27
6861,27
6862,27
6863,0
6864,27
6865,27
6866,27
6867,6
6868,27
6869,27
6870,27
6871,27
6872,16
6873,27
6874,2
6875,13
6876,2
6877,20
6878,20
6879,20
6880,13
6881,15
6882,15
6883,15
6884,15
6885,15
6886,15
6887,15
6888,15
6889,15
6890,15
6891,15
6892,15
6893,15
6894,15
6895,15
6896,15
6897,15
6898,15
6899,15
6900,15
6901,15
6902,15
6903,15
6904,15
6905,15
6906,15
6907,15
6908,15
6909,15
6910,15
6911,15
6912,15
6913,15
6914,15
6915,15
6916,15
6917,15
6918,15
6919,15
6920,15
6921,15
6922,15
6923,15
6924,9
6925,26
6926,19
6927,9
6928,26
6929,9
6930,26
6931,9
6932,12
6933,24
6934,9
6935,12
6936,19
6937,6
6938,24
6939,6
6940,19
6941,11
6942,2
6943,14
6944,26
6945,18
6946,19
6947,25
6948,25
6949,25
6950,27
6951,27
6952,27
6953,0
6954,27
6955,27
6956,27
6957,27
6958,27
6959,27
6960,27
6961,18
6962,18
6963,13
6964,18
6965,13
6966,13
6967,18
6968,18
6969,18
6970,18
6971,18
6972,18
6973,16
6974,16
6975,18
6976,19
6977,12
6978,18
6979,18
6980,18
6981,18
6982,14
6983,14
6984,2
6985,2
6986,14
6987,14
6988,14
6989,14
6990,14
6991,14
6992,14
6993,14
6994,14
6995,14
6996,14
6997,2
6998,13
6999,2
7000,2
7001,20
7002,20
7003,20
7004,20
7005,13
7006,2
7007,20
7008,2
7009,20
7010,13
7011,13
7012,2
7013,12
7014,9
7015,9
7016,26
7017,6
7018,19
7019,26
7020,19
7021,26
7022,1
7023,6
7024,19
7025,9
7026,12
7027,1
7028,9
7029,19
7030,1
7031,7
7032,24
7033,9
7034,12
7035,6
7036,11
7037,11
7038,11
7039,11
7040,11
7041,11
7042,19
7043,6
7044,12
7045,19
7046,19
7047,26
7048,26
7049,24
7050,26
7051,26
7052,19
7053,15
7054,15
7055,15
7056,2
7057,4
7058,4
7059,2
7060,2
7061,15
7062,15
7063,15
7064,19
7065,15
7066,15
7067,15
7068,15
7069,15
7070,15
7071,15
7072,15
7073,15
7074,15
7075,15
7076,15
7077,15
7078,15
7079,15
7080,15
7081,15
7082,15
7083,15
7084,15
7085,15
7086,15
7087,15
7088,15
7089,15
7090,15
7091,15
7092,15
7093,15
7094,15
7095,15
7096,15
7097,15
7098,15
7099,15
7100,15
7101,15
7102,15
7103,15
7104,15
7105,15
7106,15
7107,6
7108,15
7109,15
7110,15
7111,15
7112,15
7113,15
7114,15
7115,15
7116,15
7117,15
7118,15
7119,15
7120,15
7121,15
7122,15
7123,15
7124,26
7125,24
7126,9
7127,9
7128,26
7129,26
7130,9
7131,26
7132,26
7133,9
7134,26
7135,9
7136,7
7137,9
7138,26
7139,27
7140,27
7141,24
7142,27
7143,27
7144,27
7145,27
7146,27
7147,27
7148,17
7149,19
7150,17
7151,19
7152,17
7153,26
7154,15
7155,15
7156,15
7157,15
7158,19
7159,26
7160,26
7161,26
7162,26
7163,7
7164,9
7165,25
7166,25
7167,21
7168,1
7169,24
7170,26
7171,2
7172,14
7173,2
7174,2
7175,4
7176,10
7177,10
7178,4
7179,10
7180,10
7181,10
7182,10
7183,10
7184,10
7185,10
7186,6
7187,10
7188,10
7189,10
7190,10
7191,10
7192,10
7193,10
7194,10
7195,10
7196,10
7197,10
7198,10
7199,10
7200,10
7201,10
7202,10
7203,10
7204,10
7205,10
7206,10
7207,10
7208,10
7209,4
7210,10
7211,10
7212,10
7213,10
7214,10
7215,10
7216,10
7217,4
7218,10
7219,10
7220,10
7221,10
7222,4
7223,10
7224,10
7225,2
7226,10
7227,22
7228,10
7229,10
7230,10
7231,10
7232,10
7233,10
7234,10
7235,2
7236,10
7237,4
7238,10
7239,22
7240,10
7241,10
7242,4
7243,10
7244,4
7245,22
7246,10
7247,2
7248,4
7249,10
7250,10
7251,22
7252,10
7253,10
7254,10
7255,10
7256,4
7257,6
7258,10
7259,10
7260,10
7261,10
7262,22
7263,10
7264,22
7265,10
7266,10
7267,10
7268,4
7269,10
7270,10
7271,4
7272,4
7273,10
7274,10
7275,10
7276,17
7277,3
7278,17
7279,3
7280,17
7281,17
7282,0
7283,19
7284,0
7285,17
7286,0
7287,17
7288,17
7289,19
7290,3
7291,1
7292,19
7293,13
7294,17
7295,17
7296,17
7297,17
7298,17
7299,19
7300,19
7301,0
7302,19
7303,17
7304,17
7305,19
7306,17
7307,17
7308,19
7309,1
7310,9
7311,19
7312,19
7313,19
7314,19
7315,17
7316,19
7317,19
7318,10
7319,10
7320,10
7321,10
7322,10
7323,10
7324,10
7325,10
7326,10
7327,10
7328,10
7329,10
7330,22
7331,10
7332,10
7333,3
7334,19
7335,19
7336,19
7337,19
7338,19
7339,19
7340,19
7341,19
7342,19
7343,19
7344,19
7345,19
7346,19
7347,19
7348,19
7349,19
7350,19
7351,19
7352,19
7353,19
7354,19
7355,19
7356,19
7357,19
7358,19
7359,19
7360,19
7361,19
7362,19
7363,27
7364,27
7365,27
7366,27
7367,27
7368,27
7369,27
7370,19
7371,19
7372,19
7373,19
7374,19
7375,19
7376,19
7377,19
7378,19
7379,19
7380,19
7381,19
7382,19
7383,19
7384,19
7385,19
7386,19
7387,19
7388,19
7389,19
7390,19
7391,19
7392,19
7393,19
7394,19
7395,9
7396,19
7397,19
7398,19
7399,19
7400,19
7401,19
7402,19
7403,19
7404,19
7405,19
7406,19
7407,19
7408,17
7409,2
7410,2
7411,22
7412,2
7413,4
7414,4
7415,2
7416,2
7417,24
7418,9
7419,24
7420,24
7421,26
7422,24
7423,24
7424,3
7425,9
7426,24
7427,26
7428,24
7429,9
7430,24
7431,6
7432,9
7433,24
7434,10
7435,10
7436,11
7437,11
7438,11
7439,11
7440,11
7441,11
7442,11
7443,11
7444,19
7445,19
7446,17
7447,17
7448,19
7449,26
7450,19
7451,19
7452,17
7453,17
7454,17
7455,19
7456,24
7457,17
7458,9
7459,17
7460,6
7461,26
7462,9
7463,9
7464,26
7465,24
7466,24
7467,26
7468,9
7469,2
7470,9
7471,26
7472,24
7473,17
7474,26
7475,17
7476,26
7477,17
7478,26
7479,26
7480,2
7481,2
7482,4
7483,2
7484,4
7485,6
7486,2
7487,27
7488,27
7489,27
7490,27
7491,9
7492,13
7493,13
7494,13
7495,13
7496,13
7497,15
7498,15
7499,15
7500,15
7501,15
7502,15
7503,15
7504,15
7505,15
7506,15
7507,15
7508,15
7509,15
7510,15
7511,15
7512,15
7513,15
7514,15
7515,15
7516,15
7517,15
7518,15
7519,15
7520,27
7521,27
7522,6
7523,11
7524,11
7525,11
7526,11
7527,11
7528,11
7529,11
7530,11
7531,11
7532,11
7533,11
7534,11
7535,15
7536,15
7537,15
7538,15
7539,15
7540,15
7541,15
7542,15
7543,19
7544,18
7545,12
7546,2
7547,2
7548,4
7549,26
7550,7
7551,26
7552,26
7553,26
7554,26
7555,17
7556,26
7557,26
7558,26
7559,26
7560,17
7561,26
7562,17
7563,17
7564,26
7565,16
7566,26
7567,12
7568,17
7569,17
7570,19
7571,17
7572,26
7573,2
7574,2
7575,2
7576,4
7577,2
7578,2
7579,2
7580,19
7581,19
7582,16
7583,9
7584,26
7585,26
7586,2
7587,6
7588,2
7589,26
7590,9
7591,19
7592,19
7593,16
7594,25
7595,25
7596,25
7597,19
7598,19
7599,6
7600,15
7601,15
7602,15
7603,15
7604,15
7605,15
7606,15
7607,15
7608,15
7609,2
7610,4
7611,2
7612,2
7613,26
7614,15
7615,15
7616,15
7617,15
7618,15
7619,15
7620,15
7621,15
7622,15
7623,15
7624,15
7625,15
7626,15
7627,15
7628,15
7629,15
7630,15
7631,15
7632,15
7633,15
7634,15
7635,15
7636,15
7637,15
7638,15
7639,15
7640,15
7641,15
7642,15
7643,15
7644,15
7645,15
7646,15
7647,15
7648,15
7649,15
7650,15
7651,15
7652,15
7653,15
7654,15
7655,15
7656,8
7657,8
7658,8
7659,8
7660,8
7661,8
7662,8
7663,8
7664,8
7665,8
7666,27
7667,8
7668,8
7669,8
7670,8
7671,8
7672,8
7673,8
7674,8
7675,8
7676,8
7677,27
7678,8
7679,8
7680,8
7681,27
7682,8
7683,27
7684,8
7685,8
7686,8
7687,27
7688,27
7689,8
7690,8
7691,8
7692,8
7693,8
7694,8
7695,8
7696,8
7697,2
7698,8
7699,8
7700,8
7701,8
7702,27
7703,8
7704,8
7705,8
7706,27
7707,8
7708,2
7709,2
7710,8
7711,8
7712,8
7713,8
7714,8
7715,8
7716,8
7717,8
7718,8
7719,8
7720,8
7721,12
7722,16
7723,19
7724,7
7725,1
7726,12
7727,6
7728,12
7729,26
7730,26
7731,19
7732,25
7733,25
7734,25
7735,25
7736,11
7737,11
7738,11
7739,11
7740,11
7741,11
7742,11
7743,11
7744,11
7745,11
7746,11
7747,11
7748,10
7749,22
7750,19
7751,24
7752,26
7753,19
7754,27
7755,27
7756,27
7757,9
7758,19
7759,9
7760,13
7761,13
7762,17
7763,24
7764,17
7765,9
7766,17
7767,19
7768,17
7769,17
7770,17
7771,17
7772,24
7773,17
7774,19
7775,3
7776,19
7777,17
7778,19
7779,19
7780,17
7781,17
7782,17
7783,9
7784,24
7785,26
7786,17
7787,26
7788,3
7789,19
7790,24
7791,17
7792,17
7793,19
7794,17
7795,24
7796,17
7797,17
7798,19
7799,24
7800,17
7801,17
7802,17
7803,19
7804,17
7805,17
7806,11
7807,11
7808,11
7809,11
7810,24
7811,17
7812,13
7813,13
7814,6
7815,9
7816,13
7817,13
7818,19
7819,9
7820,9
7821,19
7822,19
7823,19
7824,26
7825,18
7826,18
7827,18
7828,16
7829,1
7830,25
7831,25
7832,25
7833,14
7834,2
7835,2
7836,2
7837,6
7838,19
7839,2
7840,2
7841,19
7842,2
7843,2
7844,9
7845,19
7846,19
7847,18
7848,18
7849,18
7850,1
7851,18
7852,19
7853,12
7854,18
7855,18
7856,12
7857,19
7858,19
7859,13
7860,24
7861,16
7862,12
7863,16
7864,9
7865,9
7866,24
7867,24
7868,26
7869,9
7870,24
7871,9
7872,9
7873,24
7874,9
7875,6
7876,24
7877,24
7878,24
7879,9
7880,24
7881,24
7882,24
7883,9
7884,9
7885,24
7886,9
7887,6
7888,24
7889,9
7890,6
7891,24
7892,9
7893,24
7894,9
7895,26
7896,24
7897,24
7898,19
7899,9
7900,9
7901,26
7902,26
7903,9
7904,26
7905,26
7906,26
7907,17
7908,18
7909,26
7910,16
7911,15
7912,15
7913,15
7914,15
7915,15
7916,15
7917,15
7918,19
7919,17
7920,26
7921,26
7922,26
7923,26
7924,26
7925,26
7926,26
7927,2
7928,2
7929,2
7930,2
7931,6
7932,9
7933,15
7934,27
7935,27
7936,27
7937,27
7938,27
7939,27
7940,27
7941,27
7942,27
7943,25
7944,25
7945,25
7946,25
7947,25
7948,2
7949,2
7950,2
7951,11
7952,11
7953,11
7954,11
7955,27
7956,27
7957,27
7958,24
7959,13
7960,13
7961,4
7962,14
7963,13
7964,13
7965,13
7966,13
7967,13
7968,13
7969,13
7970,13
7971,19
7972,13
7973,13
7974,13
7975,13
7976,13
7977,13
7978,13
7979,13
7980,13
7981,2
7982,2
7983,2
7984,2
7985,2
7986,6
7987,2
7988,2
7989,2
7990,2
7991,2
7992,9
7993,25
7994,19
7995,18
7996,24
7997,26
7998,26
7999,24
8000,26
8001,12
8002,26
8003,9
8004,26
8005,1
8006,27
8007,19
8008,17
8009,19
8010,19
8011,26
8012,26
8013,26
8014,26
8015,26
8016,26
8017,24
8018,2
8019,21
8020,21
8021,7
8022,12
8023,21
8024,16
8025,12
8026,9
8027,12
8028,12
8029,7
8030,21
8031,7
8032,6
8033,12
8034,7
8035,12
8036,19
8037,12
8038,21
8039,7
8040,7
8041,7
8042,21
8043,7
8044,12
8045,12
8046,12
8047,19
8048,7
8049,21
8050,21
8051,12
8052,21
8053,2
8054,12
8055,12
8056,9
8057,12
8058,12
8059,19
8060,7
8061,21
8062,9
8063,19
8064,9
8065,24
8066,24
8067,9
8068,19
8069,9
8070,26
8071,9
8072,9
8073,24
8074,9
8075,9
8076,16
8077,9
8078,12
8079,12
8080,7
8081,12
8082,7
8083,21
8084,2
8085,12
8086,16
8087,7
8088,3
8089,3
8090,3
8091,3
8092,3
8093,3
8094,3
8095,3
8096,3
8097,25
8098,25
8099,16
8100,13
8101,13
8102,13
8103,13
8104,13
8105,13
8106,13
8107,6
8108,16
8109,9
8110,9
8111,9
8112,2
8113,6
8114,13
8115,9
8116,9
8117,24
8118,9
8119,9
8120,21
8121,25
8122,27
8123,14
8124,19
8125,18
8126,18
8127,12
8128,18
8129,19
8130,1
8131,12
8132,18
8133,19
8134,16
8135,18
8136,18
8137,18
8138,24
8139,19
8140,26
8141,18
8142,16
8143,18
8144,4
8145,4
8146,8
8147,8
8148,8
8149,8
8150,2
8151,8
8152,8
8153,26
8154,8
8155,8
8156,8
8157,8
8158,8
8159,8
8160,8
8161,8
8162,8
8163,8
8164,2
8165,8
8166,8
8167,8
8168,8
8169,8
8170,8
8171,8
8172,8
8173,8
8174,8
8175,0
8176,8
8177,8
8178,8
8179,8
8180,8
8181,4
8182,8
8183,8
8184,4
8185,8
8186,8
8187,4
8188,8
8189,8
8190,8
8191,8
8192,4
8193,8
8194,8
8195,8
8196,8
8197,8
8198,8
8199,8
8200,8
8201,8
8202,8
8203,8
8204,8
8205,8
8206,8
8207,4
8208,8
8209,8
8210,8
8211,8
8212,8
8213,8
8214,8
8215,8
8216,21
8217,5
8218,26
8219,9
8220,9
8221,26
8222,26
8223,26
8224,24
8225,9
8226,26
8227,24
8228,24
8229,26
8230,26
8231,24
8232,9
8233,27
8234,27
8235,0
8236,13
8237,27
8238,27
8239,27
8240,27
8241,27
8242,27
8243,10
8244,6
8245,10
8246,10
8247,10
8248,4
8249,10
8250,10
8251,10
8252,10
8253,10
8254,8
8255,4
8256,10
8257,10
8258,10
8259,10
8260,10
8261,10
8262,10
8263,10
8264,10
8265,10
8266,10
8267,10
8268,10
8269,4
8270,4
8271,4
8272,4
8273,4
8274,8
8275,2
8276,2
8277,21
8278,2
8279,25
8280,9
8281,7
8282,12
8283,12
8284,12
8285,7
8286,7
8287,27
8288,27
8289,4
8290,8
8291,8
8292,21
8293,18
8294,19
8295,19
8296,12
8297,9
8298,26
8299,4
8300,4
8301,4
8302,19
8303,17
8304,26
8305,26
8306,26
8307,7
8308,26
8309,26
8310,17
8311,26
8312,17
8313,9
8314,27
8315,19
8316,19
8317,9
8318,19
8319,25
8320,14
8321,6
8322,2
8323,2
8324,2
8325,11
8326,7
8327,7
8328,3
8329,3
8330,3
8331,3
8332,17
8333,10
8334,10
8335,10
8336,10
8337,10
8338,4
8339,10
8340,22
8341,22
8342,10
8343,10
8344,10
8345,10
8346,10
8347,10
8348,10
8349,10
8350,22
8351,10
8352,10
8353,9
8354,26
8355,21
8356,26
8357,24
8358,26
8359,24
8360,26
8361,9
8362,9
8363,9
8364,9
8365,9
8366,24
8367,9
8368,12
8369,24
8370,3
8371,7
8372,16
8373,2
8374,2
8375,2
8376,2
8377,2
8378,2
8379,21
8380,4
8381,2
8382,2
8383,4
8384,4
8385,4
8386,4
8387,4
8388,4
8389,4
8390,4
8391,4
8392,4
8393,4
8394,4
8395,4
8396,4
8397,4
8398,4
8399,4
8400,4
8401,4
8402,4
8403,4
8404,4
8405,4
8406,4
8407,4
8408,4
8409,4
8410,10
8411,4
8412,4
8413,4
8414,4
8415,4
8416,7
8417,7
8418,7
8419,16
8420,4
8421,4
8422,4
8423,4
8424,4
8425,4
8426,4
8427,4
8428,4
8429,15
8430,15
8431,15
8432,15
8433,15
8434,26
8435,19
8436,19
8437,1
8438,3
8439,26
8440,6
8441,19
8442,17
8443,17
8444,19
8445,3
8446,3
8447,17
8448,9
8449,19
8450,19
8451,17
8452,17
8453,9
8454,10
8455,10
8456,10
8457,10
8458,26
8459,19
8460,19
8461,25
8462,25
8463,19
8464,25
8465,25
8466,25
8467,25
8468,25
8469,25
8470,19
8471,19
8472,17
8473,19
8474,19
8475,19
8476,19
8477,19
8478,19
8479,19
8480,19
8481,19
8482,19
8483,17
8484,25
8485,19
8486,4
8487,4
8488,2
8489,6
8490,14
8491,14
8492,14
8493,14
8494,14
8495,20
8496,20
8497,20
8498,26
8499,26
8500,4
8501,4
8502,4
8503,3
8504,4
8505,4
8506,4
8507,4
8508,4
8509,4
8510,4
8511,4
8512,4
8513,4
8514,4
8515,4
8516,4
8517,4
8518,4
8519,4
8520,4
8521,4
8522,4
8523,4
8524,4
8525,10
8526,10
8527,10
8528,10
8529,10
8530,10
8531,10
8532,4
8533,13
8534,16
8535,18
8536,16
8537,18
8538,19
8539,18
8540,16
8541,1
8542,19
8543,18
8544,19
8545,19
8546,19
8547,19
8548,6
8549,21
8550,21
8551,21
8552,4
8553,4
8554,4
8555,4
8556,4
8557,4
8558,4
8559,4
8560,4
8561,2
8562,4
8563,4
8564,4
8565,4
8566,4
8567,19
8568,16
8569,10
8570,10
8571,10
8572,10
8573,10
8574,10
8575,10
8576,22
8577,10
8578,10
8579,10
8580,10
8581,10
8582,10
8583,2
8584,10
8585,10
8586,10
8587,10
8588,10
8589,10
8590,10
8591,22
8592,10
8593,10
8594,10
8595,10
